city,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max_Temp,Wind_Speed
callaguip,PH,1615977876,18.0714,120.4867,40,79,302.15,3.09
ngorongoro,TZ,1615977877,-3.2397,35.4875,7,48,294.17,2.82
civitavecchia,IT,1615977878,42.0933,11.7967,41,43,284.26,1.34
weymouth,US,1615977749,42.2209,-70.9398,7,64,273.15,5.14
beisfjord,NO,1615977879,68.3751,17.5988,75,80,272.15,3.09
lyubytino,RU,1615977880,58.8122,33.3922,100,89,275.1,2.15
port-gentil,GA,1615977881,-0.7193,8.7815,40,66,303.15,0.51
cabo san lucas,MX,1615977742,22.8909,-109.9124,0,83,289.26,2.24
goundi,TD,1615977882,9.3627,17.366,74,19,311.94,3.44
nome,US,1615977883,64.5011,-165.4064,90,85,262.59,5.66
pascagoula,US,1615977883,30.3658,-88.5561,90,94,296.15,3.09
zhezkazgan,KZ,1615977884,47.8043,67.7144,0,67,266.92,2.58
dunedin,NZ,1615977885,-45.8742,170.5036,8,71,284.26,0.89
lufilufi,WS,1615977886,-13.8745,-171.5986,40,94,298.15,2.57
asau,RO,1615977886,46.4333,26.4,100,68,275.37,4.78
benito juarez,MX,1615977887,19.385,-99.165,1,48,289.15,1.54
shenjiamen,CN,1615977888,29.9576,122.298,99,83,282.77,5.8
los llanos de aridane,ES,1615977888,28.6585,-17.9182,20,64,294.15,6.17
beidao,CN,1615977889,34.5686,105.8933,95,60,288.94,2.21
matay,EG,1615977890,28.419,30.7792,0,18,298.34,4.69
nadaun,IN,1615977891,31.7833,76.35,46,14,303.86,4.15
buliwao,PH,1615977891,16.4833,121.2333,100,95,296.79,2.24
mehamn,NO,1615977892,71.0357,27.8492,75,68,269.15,14.92
meybod,IR,1615977893,32.2501,54.0166,75,22,299.15,3.09
panguna,PG,1615977894,-6.3164,155.4848,82,95,293.91,0.24
manbij,SY,1615977895,36.5281,37.9549,75,47,287.15,6.17
zhoucheng,CN,1615977895,35.9122,116.3117,66,35,286.78,2.01
santa cruz,BO,1615977631,-17.8,-63.1667,75,94,297.15,7.72
placido de castro,BR,1615977897,-10.3353,-67.1856,52,98,294.89,1.01
svobodnyy,RU,1615977897,51.4,128.1333,40,81,265.14,2.74
omaha,US,1615977701,41.2586,-95.9378,90,100,278.15,5.14
dhandhuka,IN,1615977899,22.3667,71.9833,0,9,311.83,4.49
balabac,PH,1615977899,7.9868,117.0645,35,75,300.95,2.8
loiza,PR,1615977900,18.4313,-65.8802,90,78,298.15,6.69
ulladulla,AU,1615977901,-35.35,150.4667,75,94,291.15,3.6
taoudenni,ML,1615977902,22.6783,-3.9836,0,14,302.07,4.15
mulege,MX,1615977902,26.8833,-111.9833,0,64,283.23,2.34
den helder,NL,1615977644,52.9599,4.7593,90,81,279.26,4.12
carbonia,IT,1615977904,39.1672,8.5222,40,58,289.26,1.03
nizhniy tsasuchey,RU,1615977904,50.5167,115.1333,44,79,265.9,1.94
sungai padi,TH,1615977905,6.0851,101.8766,20,70,302.15,5.14
talcahuano,CL,1615977906,-36.7167,-73.1167,0,100,284.15,1.54
muros,ES,1615977906,42.7762,-9.0603,11,54,290.37,4.92
thunder bay,CA,1615977907,48.4001,-89.3168,90,80,272.59,1.54
toora-khem,RU,1615977908,52.4675,96.11,99,83,265.39,1.31
kieta,PG,1615977909,-6.2167,155.6333,86,81,299.69,0.81
shache,CN,1615977910,38.4167,77.2406,29,15,290,3.75
el bosque,MX,1615977911,17.0667,-92.7333,0,84,286.85,2.06
pronsk,RU,1615977911,54.1048,39.6092,98,96,272.4,3.9
raudeberg,NO,1615977912,61.9875,5.1352,88,79,277.59,4.31
sao sebastiao,BR,1615977913,-23.76,-45.4097,44,82,298.21,0.94
lobatse,BW,1615977913,-25.2167,25.6667,67,31,301.7,4.38
ngunguru,NZ,1615977914,-35.6167,174.5,31,91,290.93,5.33
the pas,CA,1615977915,53.8251,-101.2541,1,68,267.15,2.06
moose factory,CA,1615977916,51.2585,-80.6094,75,92,263.15,2.57
todos santos,MX,1615977916,23.45,-110.2167,0,90,287.59,1.79
huntsville,US,1615977839,34.7304,-86.5861,90,100,287.59,4.73
muzhi,RU,1615977918,65.3667,64.6667,99,94,261.4,1.87
mount isa,AU,1615977918,-20.7333,139.5,56,32,303.15,3.6
mokhsogollokh,RU,1615977919,61.4681,128.9203,97,91,263.46,2.25
dickinson,US,1615977633,29.4608,-95.0513,90,94,295.37,6.17
xinye,CN,1615977920,32.5186,112.3522,100,72,285.4,3.7
la asuncion,VE,1615977921,11.0333,-63.8628,95,100,297.15,3.6
cine,TR,1615977627,37.6117,28.0614,75,62,284.15,0.51
margate,GB,1615977922,51.3813,1.3862,100,73,282.04,2.24
guajara,BR,1615977923,-2.9667,-57.6667,95,91,297.17,1.52
dalhousie,IN,1615977924,32.5333,75.9833,89,24,290.86,2.41
pervomayskiy,RU,1615977924,53.2485,40.2871,100,75,272.04,4.48
sawankhalok,TH,1615977925,17.316,99.8319,20,49,309.82,1.54
marrakesh,MA,1615977706,31.6315,-8.0083,40,43,295.15,1.54
barguzin,RU,1615977926,53.6167,109.6167,72,91,262.66,0.97
najran,SA,1615977927,17.4924,44.1277,0,12,306.15,3.09
strathmore,CA,1615977904,51.0501,-113.3852,0,80,271.15,1.03
freeport,US,1615977928,40.6576,-73.5832,90,64,275.93,2.57
pineville,US,1615977650,31.3224,-92.4343,75,83,295.15,5.66
urucara,BR,1615977930,-2.5364,-57.76,75,91,296.88,1.32
chara,RU,1615977930,56.9064,118.2631,8,68,260.12,1.41
kyshtym,RU,1615977931,55.714,60.5528,100,67,272.81,4.31
tocaima,CO,1615977932,4.4582,-74.6343,75,100,283.15,1.54
sangar,RU,1615977932,63.9242,127.4739,100,96,260.59,2.15
forbes,AU,1615977933,-33.3833,148.0167,100,90,290.37,3.37
santa rita,BR,1615977662,-7.1139,-34.9781,20,83,298.15,2.06
severomuysk,RU,1615977934,56.1481,113.4267,75,96,253.86,1.79
hirara,JP,1615977935,24.8,125.2833,75,94,296.15,3.09
sulina,RO,1615977936,45.1559,29.6536,25,75,281.28,4.4
rio grande,BR,1615977660,-32.035,-52.0986,66,88,296.48,5.68
bronkhorstspruit,ZA,1615977937,-25.8102,28.7425,5,64,297.59,3.09
aragats,AM,1615977938,40.4889,44.3528,94,36,290.15,2.06
goba,ET,1615977939,7.0167,39.9833,98,75,288.31,2.69
oistins,BB,1615977940,13.0667,-59.5333,20,69,297.15,6.17
bandarbeyla,SO,1615977941,9.4942,50.8122,91,63,300.99,6.33
naze,JP,1615977941,28.3667,129.4833,75,83,295.15,2.06
santa isabel do rio negro,BR,1615977942,-0.4139,-65.0192,100,99,295.57,1.04
tezu,IN,1615977943,27.9167,96.1667,0,22,304.72,1.58
flin flon,CA,1615977943,54.7682,-101.865,3,95,267.31,2.34
khairpur nathan shah,PK,1615977944,27.0936,67.7337,3,7,311.26,1.81
alice springs,AU,1615977725,-23.7,133.8833,35,33,295.15,2.57
slave lake,CA,1615977946,55.2834,-114.769,75,80,268.15,2.57
tamiahua,MX,1615977946,21.2667,-97.45,0,94,295.63,3.01
innisfail,AU,1615977947,-17.5333,146.0333,9,84,297.63,0.5
constitucion,CL,1615977948,-35.3333,-72.4167,2,83,285.43,1.51
khargone,IN,1615977949,21.8167,75.6,26,12,310.74,0.21
havre-saint-pierre,CA,1615977950,50.2334,-63.5986,90,61,258.15,2.57
zyryanka,RU,1615977950,65.75,150.85,7,87,251.88,4.53
paamiut,GL,1615977951,61.994,-49.6678,100,87,265.04,8.34
verkhnevilyuysk,RU,1615977952,63.4453,120.3167,100,95,256.83,4.01
remanso,BR,1615977953,-9.6179,-42.0831,9,61,298.17,6.28
yerbogachen,RU,1615977953,61.2767,108.0108,100,90,264.79,3.61
atasu,KZ,1615977676,48.6814,71.6433,0,78,264.42,1.22
sawtell,AU,1615977954,-30.3833,153.1,40,68,296.15,5.14
shingu,JP,1615977955,33.7333,135.9833,40,38,287.15,6.17
isangel,VU,1615977956,-19.55,169.2667,2,85,298.56,3.68
komsomolskiy,UZ,1615977957,40.4272,71.7189,75,81,278.15,1.03
katsina,NG,1615977958,12.9894,7.6006,47,8,310.66,3.63
myskhako,RU,1615977958,44.6714,37.7433,75,67,286.15,6
hambantota,LK,1615977959,6.1241,81.1185,40,70,305.15,2.57
hovd,MN,1615977960,48.0056,91.6419,79,46,269.41,3.81
changli,CN,1615977960,39.7042,119.1506,55,26,280.46,2.86
sweetwater,US,1615977961,25.7634,-80.3731,40,78,297.04,3.6
kenai,US,1615977962,60.5544,-151.2583,90,84,263.15,1.54
petropavlovsk-kamchatskiy,RU,1615977963,53.0452,158.6483,75,87,275.15,3
martapura,ID,1615977964,-3.4167,114.85,40,74,303.15,2.57
altamirano,MX,1615977965,16.8833,-92.15,1,95,284.84,1.49
srednekolymsk,RU,1615977965,67.45,153.6833,0,81,249.59,2.09
winnemucca,US,1615977966,40.973,-117.7357,90,86,272.15,1.54
breves,BR,1615977967,-1.6822,-50.4803,98,94,296.81,1.56
umm lajj,SA,1615977968,25.0213,37.2685,0,66,298.42,5.87
san ramon,US,1615977969,37.7799,-121.978,1,93,278.15,0.13
port hawkesbury,CA,1615977970,45.6169,-61.3485,1,56,262.59,3.09
hualmay,PE,1615977970,-11.0964,-77.6139,100,81,294.81,3.46
sidi ali,DZ,1615977971,36.0998,0.4206,93,46,288.96,3.94
vanavara,RU,1615977972,60.34,102.2797,100,94,264.82,2.6
zapolyarnyy,RU,1615977972,69.4154,30.8136,40,79,265.15,12.86
shahrud,IR,1615977973,36.4182,54.9763,93,38,289.51,4.22
prince rupert,CA,1615977974,54.3161,-130.3201,90,81,279.15,7.2
jiaozuo,CN,1615977975,35.2397,113.2331,77,23,287.82,4.08
ourinhos,BR,1615977744,-22.9789,-49.8706,80,91,295.03,1.39
gushikawa,JP,1615977976,26.3544,127.8686,1,73,296.15,3.6
holbaek,DK,1615977977,55.7167,11.7167,75,61,281.15,2.06
ajmer,IN,1615977977,26.45,74.6333,100,11,307.25,4.64
la presa,US,1615977978,32.7081,-116.9973,1,93,282.15,0.95
egvekinot,RU,1615977979,66.3167,-179.1667,1,79,248.21,4
andros town,BS,1615977979,24.7,-77.7667,20,94,293.15,0.51
xuanhua,CN,1615977790,40.6103,115.0447,99,42,282.06,4.06
sambava,MG,1615977981,-14.2667,50.1667,78,70,302.44,4.44
katherine,AU,1615977981,-14.4667,132.2667,95,58,303.15,3.6
sakakah,SA,1615977733,29.9697,40.2064,0,17,299.15,3.18
tateyama,JP,1615977983,34.9833,139.8667,67,27,288.71,2.68
madera,US,1615977984,37.1666,-119.8343,1,87,275.93,1.86
heihe,CN,1615977985,50.2441,127.4902,20,50,270.15,1.78
presidencia roque saenz pena,AR,1615977986,-26.7852,-60.4388,73,95,291.48,2.24
marin,US,1615977987,38.0666,-122.7344,1,100,275.93,2.06
talaya,RU,1615977987,61.3833,152.75,79,99,248.88,1.63
althofen,AT,1615977988,46.8818,14.4676,40,45,279.82,2.57
rorvik,NO,1615977989,64.8621,11.2373,75,93,276.15,7.2
high level,CA,1615977989,58.5169,-117.136,1,74,269.15,2.06
saint-pierre,RE,1615977990,-21.3393,55.4781,20,55,304.15,6.69
rundu,NA,1615977991,-17.9333,19.7667,89,40,303.04,3.3
calabozo,VE,1615977773,8.9242,-67.4293,89,69,297.81,3.35
kalabo,ZM,1615977992,-14.97,22.6814,83,59,300.88,3.13
new castle,US,1615977993,41.0037,-80.347,1,86,274.82,0.97
changji,CN,1615977994,44.0167,87.3167,90,86,269.15,3
palu,ID,1615977994,-0.8917,119.8707,82,95,299.22,0.47
tautira,PF,1615977995,-17.7333,-149.15,0,73,299.15,1.03
bafq,IR,1615977996,31.6128,55.4107,27,14,301.31,0.91
cacequi,BR,1615977997,-29.8836,-54.825,100,91,294.18,3.41
stephenville,US,1615977997,32.2207,-98.2023,40,94,287.59,1.54
koryazhma,RU,1615977998,61.3143,47.1691,100,94,273.71,2.54
waingapu,ID,1615977999,-9.6567,120.2641,100,84,299.94,2.46
dashitou,CN,1615978000,43.3067,128.5114,0,58,270.6,3.52
vanderhoof,CA,1615977904,54.0166,-124.0198,100,93,271.67,1.76
